0;98;125;1206
1;516;316;518
2;231;939;1535
3;404;338;918
4;218;621;1791
5;862;412;991
6;977;685;1821
7;904;576;1659
8;207;559;616
9;744;699;1410
0;127;1150;1986
1;560;618;923
2;563;849;893
3;711;605;1339
4;291;975;1130
5;614;1189;1757
6;993;518;923
7;882;422;1404
8;717;830;1523
9;574;526;719
0;486;1053;1196
1;74;614;1727
2;179;377;1139
3;775;1088;1607
4;710;332;626
5;17;746;1381
6;137;891;2044
7;943;973;1701
8;925;91;801
9;18;817;853
0;963;1055;2145
1;858;930;1434
2;571;261;294
3;685;1189;1462
4;604;451;1056
5;250;1068;1571
6;485;206;401
7;639;949;1269
8;967;626;1389
9;677;996;1377
0;865;360;596
1;955;570;888
2;211;342;1274
3;196;379;1300
4;270;584;756
5;427;234;274
6;283;872;1470
7;830;263;610
8;950;30;1003
9;714;859;1981
0;47;524;806
1;435;432;436
2;954;843;1541
3;486;440;1518
4;159;662;1124
5;683;641;1689
6;723;1124;2196
7;122;954;1089
8;821;257;422
9;747;1171;1347
0;269;418;1119
1;703;253;1386
2;907;759;1887
3;806;997;1717
4;84;108;642
5;698;591;1767
6;898;1115;1367
7;171;189;548
8;506;810;1426
9;224;709;1648
0;0;178;687
1;53;281;1395
2;338;389;1415
3;67;347;1170
4;787;1031;1963
5;122;481;1156
6;850;979;1569
7;254;150;1281
8;813;657;1751
9;181;481;1084
0;720;833;1615
1;181;687;902
2;296;825;1429
3;722;892;1843
4;297;832;1966
5;181;106;521
6;57;908;1103
7;999;762;1459
8;483;976;1130
9;977;109;1096
0;932;182;803
1;266;763;1223
2;682;411;496
3;86;1085;1215
4;990;183;297
5;476;916;1136
6;892;1125;2253
7;839;725;1415
8;136;960;1778
9;643;737;1665
0;582;621;1731
1;955;88;1113
2;815;970;1207
3;853;408;530
4;783;1150;1807
5;97;627;1353
6;269;871;1522
7;149;110;638
8;639;398;686
9;610;1193;1370
0;890;576;1375
1;552;931;1818
2;777;899;1556
3;566;952;1169
4;641;1135;1303
5;298;584;1379
6;776;605;1071
7;428;554;1482
8;308;1193;1671
9;197;955;1427
0;774;445;645
1;325;197;480
2;412;127;1309
3;421;293;1227
4;439;934;955
5;159;185;1142
6;354;161;523
7;972;1141;2057
8;852;250;312
9;482;1199;2216
0;154;773;1388
1;506;651;1815
2;790;1063;1154
3;172;437;1174
4;859;28;499
5;280;987;1643
6;590;341;1511
7;352;865;1976
8;69;1117;1278
9;83;151;663
0;300;506;944
1;667;564;1653
2;32;554;658
3;875;879;1420
4;412;938;1507
5;636;170;526
6;844;360;1409
7;814;65;779
8;326;686;1669
9;39;169;1304
0;152;1021;1814
1;790;89;598
2;631;673;1737
3;735;148;1243
4;877;713;1546
5;198;549;704
6;155;193;1061
7;156;160;1093
8;823;886;1657
9;358;77;1017
0;245;981;1742
1;990;1123;1973
2;100;1154;1829
3;364;442;1266
4;659;1119;1808
5;844;669;707
6;551;576;1159
7;19;333;1076
8;304;1156;1937
9;475;66;77
0;967;112;1104
1;729;102;170
2;131;602;976
3;207;118;934
4;183;377;1464
5;472;973;1530
6;62;525;1658
7;797;96;714
8;141;953;1879
9;474;180;1173
0;485;348;1453
1;30;429;788
2;898;160;1122
3;424;919;1999
4;641;102;712
5;480;326;709
6;789;940;1848
7;723;938;1095
8;493;831;1941
9;220;305;395
0;613;991;1429
1;270;621;1488
2;829;671;851
3;743;1095;2194
4;24;288;642
5;386;569;1601
6;969;910;1683
7;30;833;1696
8;587;879;1373
9;649;299;1450
0;339;1064;2006
1;330;886;1601
2;349;715;901
3;881;1011;1445
4;133;1187;1909
5;287;773;1216
6;519;742;896
7;244;1124;1263
8;259;463;1481
9;353;912;1381
0;705;604;937
1;799;734;753
2;315;35;1122
3;853;1069;1119
4;487;802;839
5;562;889;1699
6;205;1160;1864
7;911;157;786
8;403;16;1108
9;821;722;1527
0;443;179;740
1;528;578;1025
2;700;845;1327
3;787;99;450
4;589;986;2139
5;426;548;1742
6;36;906;1213
7;92;217;681
8;921;20;500
9;166;1194;1548
0;123;437;970
1;484;717;1829
2;931;1017;2126
3;165;356;364
4;69;945;1940
5;422;371;1066
6;569;959;1360
7;676;1052;2023
8;340;925;1068
9;172;691;1180
0;527;766;844
1;812;1050;1846
2;124;933;1546
3;186;99;1069
4;794;1168;1883
5;141;142;381
6;437;663;1861
7;590;1139;1341
8;513;31;1159
9;257;604;1575
0;346;683;1221
1;225;95;835
2;421;972;1798
3;634;558;1483
4;356;152;197
5;472;246;785
6;111;683;686
7;661;1025;2167
8;216;1139;2313
9;344;196;1126
0;267;94;507
1;757;919;1779
2;650;492;1124
3;876;679;1869
4;953;635;1130
5;598;107;848
6;937;170;746
7;540;584;985
8;83;0;692
9;609;896;936
0;939;363;498
1;304;1073;1279
2;164;123;1174
3;349;351;881
4;339;304;1469
5;986;302;727
6;79;1191;2138
7;407;884;1215
8;561;519;850
9;53;128;155
0;494;1019;1762
1;581;1123;2091
2;187;39;282
3;438;788;1382
4;320;680;1578
5;486;218;570
6;463;498;1193
7;10;505;884
8;142;66;964
9;425;672;850
0;853;966;2163
1;748;547;819
2;516;686;998
3;159;677;1777
4;553;1197;2129
5;3;835;1986
6;107;898;1347
7;154;1061;1167
8;334;3;528
9;784;828;2025
0;763;833;948
1;560;381;1395
2;185;897;1397
3;97;808;1137
4;349;113;792
5;634;316;630
6;585;375;740
7;986;1130;1356
8;892;216;445
9;569;552;761
0;366;715;910
1;833;28;604
2;847;813;1439
3;300;1062;1648
4;629;363;1063
5;508;597;1613
6;775;782;1326
7;540;920;1746
8;518;1165;1359
9;499;734;1480
0;908;653;915
1;303;686;1328
2;432;534;1141
3;810;34;503
4;596;215;1399
5;696;724;1306
6;465;1051;1567
7;361;543;780
8;187;261;463
9;981;560;648
0;879;220;961
1;293;924;1152
2;135;508;1270
3;942;1070;1866
4;163;666;1677
5;500;115;1002
6;234;932;2022
7;950;1093;1526
8;339;880;1574
9;293;13;67
0;382;244;519
1;323;738;1089
2;951;673;684
3;465;368;1449
4;813;883;1782
5;977;535;1549
6;464;769;1515
7;107;672;1663
8;740;811;1834
9;587;657;1693
0;793;239;320
1;620;914;2085
2;371;618;1614
3;534;1083;1247
4;567;297;497
5;67;874;1609
6;433;290;947
7;132;1149;1278
8;523;890;982
9;147;829;1578
0;335;822;962
1;968;243;1298
2;339;366;1191
3;936;853;1913
4;52;20;177
5;204;87;270
6;540;321;1147
7;997;805;1932
8;878;728;1897
9;170;827;1625
0;520;763;1184
1;660;283;1299
2;267;623;805
3;292;1111;2146
4;553;563;771
5;862;568;863
6;198;460;1428
7;376;1009;1582
8;503;487;941
9;673;57;138
0;823;729;1925
1;44;342;622
2;12;1009;1064
3;747;454;1620
4;134;959;1840
5;742;773;1374
6;638;771;984
7;958;1099;1121
8;484;155;1016
9;90;380;451
0;923;203;1003
1;320;800;1942
2;952;12;116
3;807;959;1517
4;525;894;1211
5;158;1036;2126
6;560;626;1640
7;973;337;402
8;748;621;841
9;409;863;1463
0;832;1186;1990
1;833;658;1414
2;127;410;1178
3;631;569;1097
4;341;1046;1620
5;458;5;415
6;901;765;954
7;867;890;1416
8;732;1038;1337
9;705;0;1162
0;457;232;1380
1;461;417;1024
2;169;897;1066
3;538;1128;1867
4;18;1070;1655
5;392;480;1422
6;754;133;640
7;743;800;1350
8;21;685;1073
9;720;790;1530
0;634;647;772
1;983;461;1355
2;142;1030;1621
3;63;320;840
4;554;138;880
5;492;530;552
6;34;485;993
7;94;980;1088
8;644;802;1947
9;784;922;2009
0;925;157;692
1;602;892;1040
2;296;186;516
3;840;849;1500
4;512;556;1345
5;654;848;1320
6;428;882;1839
7;88;576;1313
8;797;820;1159
9;694;605;1019
0;782;282;1205
1;869;436;1051
2;417;284;1437
3;299;724;1878
4;350;836;1346
5;292;842;1000
6;164;23;1064
7;721;911;1680
8;410;1060;1450
9;902;1155;1302
0;916;289;1070
1;439;1158;1175
2;806;975;1276
3;511;274;452
4;265;577;743
5;976;469;630
6;134;833;1369
7;127;106;705
8;697;116;576
9;839;1170;1937
0;986;1086;1294
1;767;1077;1243
2;136;835;1128
3;37;546;1465
4;367;212;508
5;934;740;1857
6;95;1074;1824
7;631;402;410
8;630;851;976
9;242;490;937
0;161;276;610
1;169;1195;1758
2;135;931;1482
3;180;120;1217
4;900;688;1149
5;996;574;575
6;114;269;497
7;416;852;1834
8;625;482;1115
9;502;77;1200
0;949;790;1341
1;235;160;706
2;799;47;676
3;502;228;977
4;799;128;717
5;13;676;1839
6;766;790;1374
7;194;1159;1395
8;776;1184;2255
9;209;838;1138
0;684;939;2029
1;835;175;225
2;781;326;776
3;362;1028;1706
4;264;779;1937
5;853;144;778
6;769;711;1288
7;105;657;1193
8;142;34;906
9;565;395;905
0;265;1032;1281
1;107;667;1443
2;558;1;1103
3;160;1163;1245
4;38;1027;1041
5;796;633;791
6;430;554;1423
7;407;1059;1386
8;495;601;1314
9;967;718;978
0;29;1135;1227
1;631;243;1355
2;7;953;2066
3;662;913;1141
4;96;351;407
5;110;99;1140
6;69;481;876
7;90;1089;1343
8;369;536;544
9;682;504;1230
0;295;133;1147
1;187;364;421
2;251;524;1534
3;564;938;1661
4;193;234;460
5;401;745;1070
6;394;566;1372
7;589;56;1103
8;795;226;610
9;803;260;300
0;882;555;728
1;648;95;985
2;505;746;1312
3;67;463;767
4;790;408;1298
5;768;761;1196
6;93;955;1956
7;251;344;554
8;651;691;1479
9;435;1047;2095
0;275;81;837
1;200;129;980
2;842;234;983
3;560;501;865
4;664;643;1415
5;955;1011;1344
6;542;856;1296
7;496;659;1795
8;258;310;938
9;846;697;1172
0;294;1124;1680
1;250;525;1210
2;253;319;390
3;555;680;1604
4;719;496;863
5;644;3;533
6;729;1146;1332
7;370;394;1239
8;858;1052;1360
9;286;98;1103
0;513;544;1474
1;421;547;1154
2;658;200;278
3;729;107;865
4;53;379;786
5;772;575;985
6;302;1104;1812
7;440;26;1128
8;86;85;191
9;946;1123;1327
0;751;237;1338
1;833;610;1058
2;392;469;1469
3;271;750;1858
4;381;756;1043
5;388;1128;1990
6;951;1183;2301
7;259;223;1368
8;514;461;843
9;972;1007;1664
0;129;511;1405
1;630;944;1601
2;78;1137;2263
3;78;560;1588
4;186;741;1325
5;825;482;1347
6;639;633;1481
7;358;644;867
8;55;910;1595
9;589;83;927
0;246;1012;1167
1;893;642;1742
2;950;720;909
3;428;950;1699
4;56;737;1379
5;241;314;1438
6;458;754;1663
7;658;264;618
8;281;919;1335
9;118;260;759
0;763;1106;1769
1;318;799;904
2;970;301;1478
3;111;929;1857
4;12;186;1003
5;55;379;662
6;979;589;1626
7;89;447;900
8;995;880;1404
9;211;799;1583
0;711;714;1757
1;326;784;1426
2;632;1107;1203
3;761;418;1443
4;441;831;1194
5;210;686;1780
6;894;817;1652
7;483;658;740
8;337;853;968
9;213;617;1531
0;998;880;1660
1;641;606;970
2;35;438;1061
3;131;952;1994
4;709;345;1370
5;824;556;1419
6;71;202;682
7;906;885;1176
8;989;1174;2318
9;656;788;1349
0;970;338;579
1;102;579;1427
2;18;966;1404
3;42;250;792
4;284;559;1447
5;461;735;1331
6;924;806;1604
7;356;513;1348
8;847;654;1816
9;744;910;2012
0;257;32;272
1;451;286;1457
2;299;904;993
3;489;946;1285
4;784;1182;1232
5;272;43;829
6;868;119;511
7;818;676;733
8;253;675;1738
9;215;619;1744
0;269;277;586
1;709;880;1475
2;232;1131;1431
3;522;620;666
4;413;156;185
5;264;228;652
6;250;48;592
7;794;1018;1390
8;804;72;1119
9;267;639;1458
0;193;1109;1357
1;254;970;2098
2;850;1155;2214
3;350;229;1060
4;148;842;1830
5;177;306;674
6;954;908;1677
7;698;703;1290
8;470;907;1918
9;469;126;929
0;440;471;1535
1;288;1126;2312
2;816;1176;2317
3;27;678;1200
4;59;226;391
5;399;1004;1827
6;967;158;690
7;688;208;595
8;676;630;724
9;239;51;623
0;242;292;1336
1;306;780;902
2;493;349;447
3;386;128;904
4;509;387;1389
5;626;1138;2296
6;649;1058;1526
7;181;546;1574
8;720;974;1432
9;14;14;876
0;739;1056;2210
1;735;1115;1849
2;257;1160;1395
3;507;1146;1510
4;483;455;1558
5;37;633;1675
6;348;83;983
7;368;416;662
8;149;1137;1158
9;159;1103;1490
0;221;442;685
1;775;1177;1687
2;462;1186;1656
3;97;93;510
4;61;128;152
5;117;1166;1824
6;959;466;1559
7;259;586;895
8;57;535;781
9;30;95;597
0;417;516;612
1;813;892;966
2;523;306;366
3;394;803;1309
4;163;817;1451
5;339;734;1686
6;549;493;711
7;442;304;1109
8;904;713;1205
9;302;1144;1731
0;4;761;1017
1;101;126;1274
2;327;850;1104
3;939;1196;1405
4;445;1111;2137
5;680;202;1114
6;32;1152;1709
7;203;1146;2007
8;560;250;977
9;252;1153;1824
0;440;157;741
1;48;810;1521
2;148;337;1050
3;554;277;1338
4;363;1074;1198
5;342;954;1280
6;254;939;1217
7;764;1142;1367
8;777;102;929
9;704;754;1534
0;575;1146;1236
1;160;594;1494
2;623;342;732
3;488;696;1715
4;149;412;1305
5;825;1154;1802
6;151;760;1147
7;382;924;1253
8;959;1102;1885
9;786;806;1143
0;167;334;970
1;809;446;476
2;109;69;794
3;451;757;1330
4;70;458;1443
5;764;283;1222
6;564;786;1638
7;503;368;944
8;432;527;1357
9;967;666;1103
0;304;33;804
1;292;194;211
2;275;55;493
3;400;307;654
4;573;377;1534
5;159;493;1085
6;850;57;235
7;902;360;907
8;431;144;370
9;861;711;1603
0;898;768;845
1;821;260;531
2;790;487;1166
3;780;1087;2073
4;279;213;376
5;436;324;1333
6;428;174;1240
7;759;29;256
8;458;460;831
9;484;873;1108
0;329;524;1527
1;158;945;1360
2;782;888;1791
3;661;68;1210
4;247;300;455
5;962;136;967
6;571;917;1075
7;638;676;863
8;17;134;1133
9;140;170;842
0;327;251;1447
1;882;410;504
2;98;1192;2174
3;953;253;455
4;847;652;1506
5;355;14;1005
6;986;738;1798
7;944;128;1016
8;483;945;1967
9;34;437;781
0;107;165;761
1;655;47;1053
2;149;697;847
3;83;202;605
4;238;850;1905
5;892;805;1026
6;835;391;502
7;495;488;727
8;983;1123;1459
9;757;358;1484
0;302;265;356
1;650;520;1010
2;608;22;1210
3;958;857;1047
4;361;695;1735
5;768;540;1537
6;141;175;716
7;53;23;1052
8;844;758;1710
9;533;116;226
0;259;170;897
1;350;1172;1572
2;40;780;1554
3;780;538;969
4;171;699;978
5;763;219;1038
6;561;312;458
7;254;517;686
8;83;962;1890
9;587;895;1091
0;450;754;1120
1;129;1056;1394
2;929;296;1414
3;55;229;1037
4;887;0;307
5;718;315;1193
6;737;428;1618
7;835;1082;1590
8;805;717;1339
9;685;457;1126
0;881;307;530
1;399;36;115
2;889;518;1245
3;607;573;1529
4;215;212;320
5;74;130;906
6;304;19;375
7;46;55;294
8;706;612;720
9;128;897;1462
0;197;530;1402
1;172;529;590
2;403;18;949
3;283;977;1633
4;591;344;1213
5;852;370;521
6;828;426;949
7;784;472;1402
8;975;179;873
9;484;859;1250
0;249;1009;1082
1;74;181;783
2;735;137;1109
3;866;820;1921
4;874;411;656
5;943;815;1782
6;847;443;636
7;322;780;1797
8;204;507;1703
9;298;1191;1199
0;289;393;1410
1;762;467;817
2;116;954;1441
3;240;1172;1631
4;741;846;869
5;538;542;1380
6;705;389;471
7;250;263;277
8;867;1067;1588
9;616;165;1030
0;624;6;64
1;441;1120;1645
2;591;788;1067
3;831;228;479
4;90;769;1866
5;313;1059;1850
6;352;1116;1448
7;386;166;761
8;200;585;1399
9;473;1001;1980
0;338;577;714
1;396;818;875
2;73;562;1407
3;104;793;1018
4;707;635;781
5;405;149;154
6;548;853;1126
7;281;439;878
8;276;391;568
9;91;864;1194
0;22;155;1063
1;360;351;877
2;569;577;817
3;415;1081;2114
4;192;989;1458
5;939;1146;2116
6;896;894;1517
7;770;975;1189
8;161;804;1409
9;938;1095;1716
0;69;669;1445
1;177;29;309
2;55;999;1856
3;296;766;1504
4;81;758;1637
5;502;49;874
6;224;546;1418
7;247;116;763
8;661;477;728
9;18;1016;1514
0;440;1037;2205
1;616;766;1115
2;296;1021;1169
3;905;669;735
4;196;151;1328
5;875;805;831
6;53;30;602
7;925;229;917
8;772;643;961
9;576;461;947
0;426;901;1224
1;994;70;1159
2;696;718;780
3;396;1024;1756
4;863;20;55
5;640;247;1439
6;18;100;122
7;543;825;1429
8;983;150;197
9;501;78;586
0;387;504;1066
1;62;51;683
2;351;1147;1649
3;366;343;669
4;50;1158;1856
5;837;750;848
6;229;369;567
7;804;912;1088
8;808;447;1125
9;255;1149;2257
0;163;1136;1900
1;677;951;1766
2;709;654;1768
3;612;420;1030
4;290;70;638
5;941;107;578
6;439;489;1329
7;189;893;1797
8;117;1053;1204
9;347;908;1360
0;455;423;1164
1;572;501;993
2;339;362;1508
3;454;726;1445
4;16;569;1358
5;184;1110;1159
6;655;901;1791
7;447;42;625
8;103;912;1700
9;607;411;907
0;811;1019;1090
1;752;1191;2115
2;196;130;217
3;143;536;1701
4;662;352;886
5;803;1089;1885
6;404;1096;1593
7;694;1096;1988
8;829;799;1755
9;617;158;325
0;665;322;1508
1;137;874;2051
2;61;1071;1179
3;500;366;1362
4;66;380;529
5;400;335;373
6;797;340;1474
7;46;386;1416
8;690;1016;1998
9;846;385;677
0;214;251;865
1;952;540;1181
2;930;553;1417
3;190;654;684
4;186;1072;1834
5;287;472;1569
6;325;1021;1610
7;660;20;996
8;442;1110;1902
9;424;1109;1438
0;269;75;655
1;83;227;1347
2;324;709;1183
3;188;99;379
4;170;838;990
5;932;525;1501
6;982;251;1049
7;371;263;1433
8;147;457;689
9;491;434;575
0;21;703;919
1;753;738;1534
2;826;1063;1368
3;652;203;960
4;732;926;1321
5;836;858;1778
6;12;192;515
7;762;964;1902
8;132;663;1211
9;165;307;1289
0;58;1128;1965
1;27;833;1208
2;23;459;1049
3;328;911;2057
4;485;795;1667
5;32;831;1713
6;905;996;2071
7;428;758;1597
8;319;843;1497
9;667;1160;2121
0;601;770;811
1;38;597;1472
2;413;20;506
3;756;101;299
4;902;938;1083
5;374;123;252
6;456;228;1353
7;131;1008;2043
8;122;679;1709
9;577;546;1536
0;690;547;1460
1;132;537;847
2;7;551;1234
3;493;307;1443
4;243;9;35
5;989;935;1084
6;918;1191;1568
7;395;123;661
8;830;597;614
9;413;174;1090
0;955;1065;1680
1;868;1149;2302
2;179;556;1412
3;614;801;1116
4;150;397;1073
5;976;138;549
6;126;8;410
7;855;1003;1880
8;593;985;1260
9;11;798;1599
0;127;1106;2124
1;542;774;1741
2;647;753;1076
3;503;567;844
4;218;669;1695
5;694;446;1610
6;305;724;1896
7;860;179;306
8;137;525;789
9;964;536;751
0;566;615;736
1;984;109;1004
2;352;757;1558
3;27;1060;1580
4;856;831;2021
5;82;925;1713
6;46;583;895
7;370;643;1134
8;449;732;1748
9;466;1097;1801
0;481;1063;1534
1;154;1199;1780
2;1;751;1241
3;202;131;833
4;75;987;1320
5;65;470;881
6;205;268;414
7;917;391;1180
8;760;992;1665
9;329;658;1228
0;633;891;1676
1;857;397;1534
2;190;799;1487
3;280;1153;2324
4;334;828;1787
5;220;845;1426
6;983;450;451
7;929;719;1111
8;270;280;817
9;143;9;356
0;866;794;833
1;3;3;791
2;540;993;1380
3;181;425;766
4;952;912;1233
5;63;532;1699
6;244;915;1684
7;246;244;533
8;790;714;1635
9;327;1009;1939
0;675;675;1551
1;666;631;1511
2;454;171;1196
3;42;1104;1707
4;335;457;772
5;56;272;1119
6;975;317;1231
7;945;363;1521
8;586;1153;2177
9;307;81;914
0;789;908;1569
1;17;574;666
2;849;1028;1643
3;475;1022;1894
4;230;157;638
5;745;1166;1919
6;592;941;2011
7;458;638;1223
8;216;624;1163
9;192;683;1655
0;177;472;1504
1;38;642;1048
2;482;491;1077
3;50;518;927
4;922;1148;2066
5;755;45;929
6;908;989;1967
7;979;447;863
8;564;215;408
9;455;1007;1883
0;979;585;1086
1;811;1175;1470
2;969;1010;1796
3;556;612;1069
4;317;1086;1843
5;235;841;1644
6;72;149;741
7;450;880;1920
8;18;997;1052
9;11;804;1019
0;440;384;1184
1;93;147;1274
2;988;317;1254
3;974;1073;1774
4;583;190;777
5;341;577;805
6;696;1001;1731
7;888;3;413
8;80;622;1181
9;136;585;749
0;303;577;1477
1;55;1070;2117
2;782;658;822
3;672;185;222
4;773;168;747
5;361;61;370
6;189;757;867
7;519;846;1312
8;682;278;1366
9;241;966;1791
0;357;669;872
1;657;324;749
2;305;1107;2191
3;269;1131;1200
4;459;304;893
5;190;65;716
6;51;407;615
7;762;278;484
8;828;560;1045
9;268;554;805
0;445;711;1632
1;800;569;614
2;426;626;930
3;662;495;730
4;131;1106;1646
5;120;249;1206
6;323;900;1416
7;732;814;1609
8;290;842;1349
9;375;262;475
0;179;860;937
1;300;460;1106
2;497;838;1262
3;554;1100;1171
4;789;231;1409
5;681;304;883
6;591;1027;1306
7;707;1111;2205
8;254;202;1290
9;914;129;632
0;279;308;471
1;356;560;1535
2;154;10;624
3;978;964;1478
4;450;953;2051
5;380;987;1541
6;959;778;1511
7;238;237;882
8;684;844;2043
9;773;758;886
0;828;37;826
1;591;946;1095
2;918;100;259
3;532;879;2002
4;799;529;558
5;497;509;1525
6;803;220;1166
7;336;1058;2241
8;533;95;922
9;332;220;957
0;813;848;1975
1;802;791;1664
2;303;509;634
3;463;842;1846
4;538;1193;1878
5;319;242;588
6;487;1045;1611
7;633;181;958
8;169;315;1187
9;348;799;1891
0;438;212;952
1;365;414;745
2;190;270;1462
3;715;1133;2319
4;272;223;1402
5;957;895;1116
6;504;182;600
7;222;768;1720
8;999;489;908
9;871;189;207
0;315;627;1210
1;455;144;293
2;938;534;953
3;683;202;906
4;869;874;1802
5;649;183;806
6;222;1039;2196
7;393;62;787
8;145;213;579
9;364;37;593
0;734;952;2135
1;717;560;1040
2;467;850;1016
3;286;1133;1501
4;991;203;597
5;471;804;1382
6;46;778;1195
7;555;1171;1650
8;633;468;1161
9;799;184;1266
0;755;1119;1953
1;291;588;782
2;771;207;404
3;89;1094;1224
4;258;637;1322
5;604;260;549
6;382;858;1078
7;800;213;404
8;431;646;1658
9;276;246;1442
0;558;753;1020
1;945;44;900
2;891;167;1230
3;688;809;918
4;19;619;1717
5;456;823;981
6;298;406;1422
7;118;758;1140
8;661;741;1769
9;73;218;644
0;70;1128;2308
1;737;473;849
2;145;365;1261
3;409;453;958
4;870;1024;2148
5;169;233;980
6;127;931;1236
7;496;649;1712
8;478;910;1867
9;58;136;1311
0;685;558;1661
1;465;47;776
2;41;393;1487
3;537;954;1653
4;394;424;1300
5;518;145;1254
6;218;25;1217
7;523;921;1562
8;939;151;854
9;896;409;1600
0;23;1094;1643
1;878;911;1508
2;759;753;1743
3;853;642;1738
4;905;189;861
5;933;507;1325
6;394;1077;1920
7;586;753;1669
8;979;292;1359
9;882;1140;1768
0;74;1115;1638
1;975;145;379
2;972;1105;1244
3;914;1110;2244
4;210;615;738
5;435;500;1482
6;53;294;1154
7;896;432;845
8;812;11;1068
9;631;294;443
0;59;920;1336
1;134;895;1456
2;321;620;1086
3;12;486;863
4;746;249;393
5;621;684;1329
6;156;737;828
7;216;785;1309
8;381;549;1436
9;590;180;1361
0;91;791;844
1;907;726;827
2;268;47;1120
3;287;211;570
4;464;310;918
5;760;531;975
6;757;887;1220
7;849;55;1173
8;325;1188;1655
9;812;978;1977
0;546;69;660
1;951;1128;1597
2;4;1197;2065
3;677;884;1963
4;589;100;289
5;949;660;1733
6;194;1018;2130
7;727;619;939
8;446;1096;1404
9;865;60;499
0;617;206;1066
1;408;1110;1899
2;429;914;2052
3;297;592;1766
4;728;981;1055
5;118;1130;2216
6;143;876;932
7;255;604;1631
8;727;602;677
9;236;219;355
0;427;836;1530
1;687;844;1448
2;276;473;792
3;166;122;185
4;940;851;1047
5;766;921;1399
6;405;864;1019
7;261;1071;2182
8;241;399;912
9;316;387;1119
0;4;814;1535
1;499;901;1266
2;455;930;2121
3;526;896;1361
4;389;837;953
5;337;3;192
6;616;608;813
